company,pdf_path_index,x_pdf,y_pdf,time_hour,price_relative_to_open,change_from_open_percent
Lockheed,543,121.07600021362305,93.57650756835938,11.666246017741978,1.0026309883069127,0.26309883069126627
Lockheed,545,121.07600021362305,93.57650756835938,11.666246017741978,1.0026309883069127,0.26309883069126627
Lockheed,547,121.07600021362305,96.33999633789062,11.666246017741978,0.9999394809120032,-0.006051908799675765
Lockheed,549,124.44250106811523,96.33999633789062,11.732278279952356,0.9999394809120032,-0.006051908799675765
Lockheed,551,125.4109992980957,98.99148559570312,11.75127489746012,0.9973570557458117,-0.26429442541883175
Lockheed,553,126.25299835205078,101.76300048828125,11.767790295707373,0.9946577312865554,-0.5342268713444565
Lockheed,555,127.09399795532227,104.53402709960938,11.78428609021993,0.9919588823901492,-0.8041117609850823
Lockheed,557,128.77749633789062,107.18600463867188,11.817307084847084,0.9893759816611076,-1.0624018338892371
Lockheed,559,128.77749633789062,112.72000122070312,11.817307084847084,0.98398613065532,-1.6013869344679965
Lockheed,561,129.61949920654297,112.72000122070312,11.83382255791775,0.98398613065532,-1.6013869344679965
Lockheed,563,129.61949920654297,112.72000122070312,11.83382255791775,0.98398613065532,-1.6013869344679965
Lockheed,565,131.3105010986328,115.37197875976562,11.866990730201955,0.9814032299262785,-1.8596770073721514
Lockheed,567,132.1520004272461,118.14297485351562,11.88349632658186,0.9787044107525503,-2.1295589247449676
Lockheed,569,132.9939956665039,120.90597534179688,11.900011650005695,0.9760133789204909,-2.3986621079509107
Lockheed,571,132.9939956665039,123.55801391601562,11.900011650005695,0.9734304187460932,-2.656958125390685
Lockheed,573,132.9939956665039,126.32901000976562,11.900011650005695,0.970731599572365,-2.926840042763501
Lockheed,575,132.9939956665039,129.10000610351562,11.900011650005695,0.9680327803986368,-3.1967219601363173
Lockheed,577,133.84300231933594,134.5155029296875,11.916664498866064,0.9627583425520078,-3.724165744799224
Lockheed,579,134.6855010986328,134.5155029296875,11.933189698980662,0.9627583425520078,-3.724165744799224
Lockheed,581,134.6855010986328,134.5155029296875,11.933189698980662,0.9627583425520078,-3.724165744799224
Lockheed,583,135.52650451660156,137.28598022460938,11.949685568316633,0.9600600286638077,-3.9939971336192315
Lockheed,585,135.52650451660156,145.47299194335938,11.949685568316633,0.9520862663579224,-4.791373364207763
Lockheed,587,135.52650451660156,145.47299194335938,11.949685568316633,0.9520862663579224,-4.791373364207763
Lockheed,589,136.36849975585938,148.12399291992188,11.96620089174047,0.9495043167545808,-5.049568324541919
Lockheed,591,136.36849975585938,150.8955078125,11.96620089174047,0.9468049922953246,-5.3195007704675445
Lockheed,593,137.2100067138672,150.8955078125,11.982706637767203,0.9468049922953246,-5.3195007704675445
Lockheed,595,137.2100067138672,145.47299194335938,11.982706637767203,0.9520862663579224,-4.791373364207763
Lockheed,597,138.05149841308594,150.8955078125,11.999212084500277,0.9468049922953246,-5.3195007704675445
Lockheed,599,138.05149841308594,150.8955078125,11.999212084500277,0.9468049922953246,-5.3195007704675445
Lockheed,601,138.05149841308594,148.12399291992188,11.999212084500277,0.9495043167545808,-5.049568324541919
Lockheed,603,138.89350128173828,148.12399291992188,12.015727557570944,0.9495043167545808,-5.049568324541919
Lockheed,605,138.89350128173828,148.12399291992188,12.015727557570944,0.9495043167545808,-5.049568324541919
Lockheed,607,139.73500061035156,142.70950317382812,12.032233153950846,0.9547777737528318,-4.522222624716821
Lockheed,609,139.73500061035156,142.70950317382812,12.032233153950846,0.9547777737528318,-4.522222624716821
Lockheed,611,139.73500061035156,142.70950317382812,12.032233153950846,0.9547777737528318,-4.522222624716821
Lockheed,613,139.73500061035156,142.70950317382812,12.032233153950846,0.9547777737528318,-4.522222624716821
Lockheed,615,139.73500061035156,142.70950317382812,12.032233153950846,0.9547777737528318,-4.522222624716821
Lockheed,617,140.70349884033203,145.47299194335938,12.051229771458614,0.9520862663579224,-4.791373364207763
Lockheed,619,140.70349884033203,139.93801879882812,12.051229771458614,0.9574770684894099,-4.252293151059005
Lockheed,621,141.5449981689453,142.70950317382812,12.067735367838516,0.9547777737528318,-4.522222624716821
Lockheed,623,141.5449981689453,139.93801879882812,12.067735367838516,0.9574770684894099,-4.252293151059005
Lockheed,625,141.5449981689453,139.93801879882812,12.067735367838516,0.9574770684894099,-4.252293151059005
Lockheed,627,141.5449981689453,139.93801879882812,12.067735367838516,0.9574770684894099,-4.252293151059005
Lockheed,629,141.5449981689453,139.93801879882812,12.067735367838516,0.9574770684894099,-4.252293151059005
Lockheed,631,141.5449981689453,139.93801879882812,12.067735367838516,0.9574770684894099,-4.252293151059005
Lockheed,633,143.22900390625,139.93801879882812,12.10076631397985,0.9574770684894099,-4.252293151059005
Lockheed,635,143.22900390625,137.28598022460938,12.10076631397985,0.9600600286638077,-3.9939971336192315
Lockheed,637,144.06999969482422,137.28598022460938,12.11726203366899,0.9600600286638077,-3.9939971336192315
Lockheed,639,144.9199981689453,134.5155029296875,12.133934336617225,0.9627583425520078,-3.724165744799224
Lockheed,641,146.6030044555664,129.10000610351562,12.166945679023861,0.9680327803986368,-3.1967219601363173
Lockheed,643,146.6030044555664,129.10000610351562,12.166945679023861,0.9680327803986368,-3.1967219601363173
Lockheed,645,146.6030044555664,129.10000610351562,12.166945679023861,0.9680327803986368,-3.1967219601363173
Lockheed,647,146.6030044555664,123.55801391601562,12.166945679023861,0.9734304187460932,-2.656958125390685
Lockheed,649,146.6030044555664,123.55801391601562,12.166945679023861,0.9734304187460932,-2.656958125390685
Lockheed,651,147.45249938964844,123.55801391601562,12.183608105281333,0.9734304187460932,-2.656958125390685
Lockheed,653,147.45249938964844,123.55801391601562,12.183608105281333,0.9734304187460932,-2.656958125390685
Lockheed,655,147.45249938964844,126.32901000976562,12.183608105281333,0.970731599572365,-2.926840042763501
Lockheed,657,148.29400634765625,126.32901000976562,12.200113851308068,0.970731599572365,-2.926840042763501
Lockheed,659,149.13600158691406,129.10000610351562,12.216629174731903,0.9680327803986368,-3.1967219601363173
Lockheed,661,149.13600158691406,129.10000610351562,12.216629174731903,0.9680327803986368,-3.1967219601363173
Lockheed,663,149.13600158691406,129.10000610351562,12.216629174731903,0.9680327803986368,-3.1967219601363173
Lockheed,665,149.13600158691406,129.10000610351562,12.216629174731903,0.9680327803986368,-3.1967219601363173
Lockheed,667,149.97750091552734,131.75198364257812,12.233134771111807,0.9654498796695953,-3.455012033040472
Lockheed,669,149.97750091552734,129.10000610351562,12.233134771111807,0.9680327803986368,-3.1967219601363173
Lockheed,671,149.97750091552734,131.75198364257812,12.233134771111807,0.9654498796695953,-3.455012033040472
Lockheed,673,149.97750091552734,129.10000610351562,12.233134771111807,0.9680327803986368,-3.1967219601363173
Lockheed,675,149.97750091552734,129.10000610351562,12.233134771111807,0.9680327803986368,-3.1967219601363173
Lockheed,677,150.81900024414062,129.10000610351562,12.249640367491711,0.9680327803986368,-3.1967219601363173
Lockheed,679,151.66099548339844,129.10000610351562,12.266155690915546,0.9680327803986368,-3.1967219601363173
Lockheed,681,152.50250244140625,129.10000610351562,12.28266143694228,0.9680327803986368,-3.1967219601363173
Lockheed,683,153.343994140625,129.10000610351562,12.299166883675355,0.9680327803986368,-3.1967219601363173
Lockheed,685,153.343994140625,129.10000610351562,12.299166883675355,0.9680327803986368,-3.1967219601363173
Lockheed,687,154.19400024414062,129.10000610351562,12.315839336270418,0.9680327803986368,-3.1967219601363173
Lockheed,689,154.19400024414062,129.10000610351562,12.315839336270418,0.9680327803986368,-3.1967219601363173
